acc
0.111
0.106
0.131
0.107
0.107
0.128
0.099
0.157
0.111
0.132
0.133
0.181
0.197
0.231
0.236
0.192
0.191
0.178
0.207
0.2
0.271
0.262
0.289
0.195
0.205
0.221
0.29
0.256
0.308
0.271
0.33
0.303
0.282
0.291
0.345
0.314
0.355
0.318
0.351
0.308
0.346
0.382
0.4
0.462
0.378
0.425
0.404
0.442
0.423
0.441
0.353
0.438
0.463
0.441
0.454
0.312
0.26
0.312
0.384
0.494
0.547
0.608
0.562
0.513
0.516
0.613
0.691
0.794
0.786
0.742
0.51
0.385
0.459
0.651
0.774
0.849
0.884
0.874
0.85
0.77
0.722
0.734
0.823
0.896
0.943
0.988
0.996
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
