acc
0.09
0.164
0.134
0.14
0.084
0.118
0.096
0.106
0.106
0.152
0.132
0.224
0.224
0.234
0.3
0.296
0.292
0.248
0.098
0.116
0.22
0.328
0.322
0.306
0.368
0.306
0.238
0.274
0.294
0.322
0.342
0.434
0.354
0.274
0.284
0.34
0.406
0.418
0.324
0.484
0.598
0.622
0.482
0.368
0.366
0.502
0.572
0.602
0.602
0.48
0.506
0.422
0.568
0.78
0.862
0.908
0.896
0.88
0.77
0.66
0.474
0.634
0.638
0.724
0.82
0.86
0.876
0.89
0.846
0.936
0.98
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
